26254,Cherryblossom Noodle Cafe,914 East Camelback Road$*$ Phoenix$*$ AZ 85014,Phoenix,85014,33.50961952,-112.0613573,1133,4.02789055605,17025780,fT6Uwl6abRQfiNgxre_qbg
26351,Oregano's Pizza Bistro,1008 E Camelback Rd$*$ Phoenix$*$ AZ 85014,Phoenix,85014,33.50945855,-112.0601687,765,4.04549019608,17028233,dUffgo9Lh_Vk9TLuFR5ywg
26617,Luci's Healthy Marketplace & Coffee Bar,1590 East Bethany Home Road$*$ Midtown$*$ Phoenix$*$ AZ 85014,Phoenix,85014,33.52391875,-112.04788605,671,4.03666169896,17030810,fjapWp89YVCeKvW51KUDQw
27051,The Fry Bread House,1003 East Indian School Road$*$ Midtown$*$ Phoenix$*$ AZ 85014,Phoenix,85014,33.49441552,-112.06073085,465,4.14494623656,17026650,6KJoamvn2_o1UpBaOwy2IQ
27261,Bobby Q,8501 North 27th Avenue$*$ Phoenix$*$ AZ 85051,Phoenix,85051,33.5608414,-112.1162635,2059,4.44609033511,17025437,VyVIneSU7XAWgMBllI6LnQ
28687,Archi's Thai Cafe,9350 West Sahara Avenue$*$ Summerlin South$*$ Las Vegas$*$ NV 89117,Las Vegas,89117,36.145893305,-115.2994202,834,4.30503597122,16981405,qsJkjQoM3Hdg6Gtqp2S9_w
28967,Sushi Fever,7985 W Sahara Ave Ste 105$*$ Las Vegas$*$ NV 89117,Las Vegas,89117,36.143372715,-115.2648172,578,4.14480968858,16980483,GkRF8rSvh9cOQuuPeDh9bg
30774,Mastrioni's,3330 S Hualapai Way$*$ Las Vegas$*$ NV 89117,Las Vegas,89117,36.12921195,-115.31478665,565,4.11292035398,16977733,HaPwC4nxs6RPfe1pAQkQ4A
31835,Le Thai,523 Fremont St$*$ Las Vegas$*$ NV 89101,Las Vegas,89101,36.168772305,-115.13987315,1395,4.09964157706,16982500,#NAME?
31844,Carson Kitchen,124 S 6th St$*$ Las Vegas$*$ NV 89101,Las Vegas,89101,36.16790766,-115.14055375,1343,4.47364110201,16983968,2iTsRqUsPGRH1li1WVRvKQ
32658,Mashiso Asian Grille,24954 Brookpark Rd$*$ North Olmsted$*$ OH 44070,Cleveland,44070,41.4192837,-81.8982632,273,4.15384615385,16964914,yBbqFPuwFiaom435KOY4cg
32789,Fat Heads Brewery and Saloon,24581 Lorain Rd$*$ North Olmsted$*$ OH 44070,Cleveland,44070,41.4265518,-81.89422745,1777,4.68626899268,16964400,CuT2Xh3vAYvRfxUWlUo6oA
33537,Nuevo Acapulco,24409 Lorain Rd$*$ North Olmsted$*$ OH 44070,Cleveland,44070,41.427131205,-81.892658115,653,4.07993874426,16962017,7D-ATDP9Ezr1ZehszsotOQ
34299,Charm Thai Restaurant,7426 Broadview Rd$*$ Parma$*$ OH 44134,Cleveland,44134,41.3641352,-81.68506645,515,4.31145631068,16963504,Mgvs9XPJpR2Vo5D4Tb59sA
34304,Kumo Japanese Seafood Buffet,1975 Snow Road$*$ Parma$*$ OH 44134,Cleveland,44134,41.40511915,-81.69328335,467,4.02762312634,16964839,pfyH89xsKRasjCp1j9z3vw
34423,In-N-Out Burger,3882 Blue Diamond Road$*$ Las Vegas$*$ NV 89139,Las Vegas,89139,36.03940331,-115.1934886,403,4.15781637717,16981248,Kbbm6Vd5UdbP10dwjBghRw
35302,Oyshi Sushi,7775 S Rainbow Blvd Ste 145$*$ Las Vegas$*$ NV 89139,Las Vegas,89139,36.047215,-115.2437965,1452,3.73285123967,16981221,Gaq3S9lmjXVcuDCZ8ulppw
35382,Pappadeaux Seafood Kitchen,11501 N Black Canyon Freeway$*$ Sunnyslope/North Mountain$*$ Phoenix$*$ AZ 85029,Phoenix,85029,33.5885555,-112.1161415,1439,4.14815844336,17028356,whAwdYVty-jSNRhrYT2zHA
37813,Slice of Vegas,3930 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89119,Las Vegas,89119,36.0916845,-115.173545,640,3.7625,16982662,lKq4Qsz13FDcAVgp49uukQ
39162,Texas de Brazil,6533 S Las Vegas Blvd$*$ Las Vegas$*$ NV 89119,Las Vegas,89119,36.07013535,-115.17531625,1082,4.42948243993,16981172,h7s4MRVvB726jWHCHiQ9kw
42058,Yama Sushi,1350 E Flamingo Rd$*$ Las Vegas$*$ NV 89119,Las Vegas,89119,36.115164725,-115.1355218,2025,4.12074074074,16980968,ugLqbAvBdRDc-gS4hpslXw
44100,Yard House Town Square,6593 S Las Vegas Boulevard$*$ Las Vegas$*$ NV 89119,Las Vegas,89119,36.06833067,-115.17693225,1537,4.06350032531,16980971,A5Rkh7UymKm0_Rxm9K2PJw
46609,Pizza Brutta,1805 Monroe St$*$ Madison$*$ WI 53711,Madison,53711,43.06518185,-89.41642715,561,4.39411764706,17503392,kPr9rYEkGwbRLgUHvKljQQ
47007,Brasserie V,1923 Monroe St.$*$ Madison$*$ WI 53711,Madison,53711,43.06407965,-89.4180534,750,4.25973333333,17503366,Dcj69NZJnbJhK-YHP_nULA
47524,Mickies Dairy Bar,1511 Monroe St$*$ Madison$*$ WI 53711,Madison,53711,43.0675195,-89.4128601,1055,4.54009478673,17502401,uoUa8ugZLrly0bA268IqEg
47936,Lon's - The Hermosa Inn,The Hermosa Inn$*$ 5532 North Palo Cristi Road$*$ Biltmore/Arcadia$*$ Phoenix$*$ AZ 85253,Phoenix,85253,33.5182965,-112.0047665,521,4.0,17027592,oj8qk3W7O9oq15VIs-vYJQ
48090,Lon's - The Hermosa Inn,The Hermosa Inn$*$ 5532 North Palo Cristi Road$*$ Biltmore/Arcadia$*$ Phoenix$*$ AZ 85253,Phoenix,85253,33.5182965,-112.0047665,258,4.06395348837,17027592,f-KUpaw28JfS6_a_Cv9zWQ
49266,Legume Bistro,214 N Craig Street$*$ Pittsburgh$*$ PA 15213,Pittsburgh,15213,40.4503063,-79.95083735,994,4.29084507042,17036767,vg55SAkrEmuHpWfIMtJjBQ
49315,Fuel & Fuddle,212 Oakland Ave$*$ Pittsburgh$*$ PA 15213,Pittsburgh,15213,40.4412187,-79.9566323,1124,4.05862989324,17036469,ehaoreB8IzKY8KvRGqxcUA
49377,Spice Island Tea House,253 Atwood St$*$ Pittsburgh$*$ PA 15213,Pittsburgh,15213,40.4401522,-79.95617725,1368,4.48640350877,17037440,Fpm3WvqtrAg2ueh_4pz7iA
49484,Union Grill,413 S Craig St$*$ Pittsburgh$*$ PA 15213,Pittsburgh,15213,40.44482725,-79.9485033,1015,4.22285714286,17037604,e9KXojla4OuVP7qcC5LNsg
49538,Dave & Andy's,207 Atwood St$*$ Pittsburgh$*$ PA 15213,Pittsburgh,15213,40.44100535,-79.95737115,894,4.42203579418,17036293,Hz1F5uruPe1kCsf5PIA6Sg
50146,Armstrong's Express,609 Washington Ave$*$ Bridgeville$*$ PA 15017,Pittsburgh,15017,40.357048,-80.112684,404,4.30841584158,17037938,j1CRQHz60LoLBgfoS0loqg
50285,Cucina Bella,1200 Pennsylvania Ave$*$ Bridgeville$*$ PA 15017,Pittsburgh,15017,40.34956635,-80.0998157,628,4.18184713376,17042274,cKbPGglAjIGG6MeVy7n8XQ
50404,Shouf's Cafe,200 Washington Ave$*$ Bridgeville$*$ PA 15017,Pittsburgh,15017,40.3631097,-80.11037525,470,4.23127659574,17037747,X8KLsPEgLe4FuJwRU0tPag
50956,La Grande Orange Grocery,4410 North 40th Street$*$ Biltmore/Arcadia$*$ Phoenix$*$ AZ 85018,Phoenix,85018,33.501921815,-111.9956581,1429,4.25752274318,17027423,D3dAx-QW_uuClz4MambeHA
50957,La Grande Orange Pizzeria,4410 N 40th St$*$ Phoenix$*$ AZ 85018,Phoenix,85018,33.501921815,-111.9956581,1453,4.26152787337,17027424,D3dAx-QW_uuClz4MambeHA
53154,Chelsea's Kitchen,5040 North 40th Street$*$ Biltmore/Arcadia$*$ Phoenix$*$ AZ 85018,Phoenix,85018,33.5112969,-111.99555785,1964,4.19389002037,17025770,IsoLzudHC50oJLiEWpwV-w
53260,La Grande Orange Pizzeria,4410 North 40th Street$*$ Biltmore/Arcadia$*$ Phoenix$*$ AZ 85018,Phoenix,85018,33.501792125,-111.9956721,1389,4.5,17027423,7cK9uEV09iPmsTqOqmY3kQ
53261,La Grande Orange Pizzeria,4410 N 40th St$*$ Phoenix$*$ AZ 85018,Phoenix,85018,33.501792125,-111.9956721,1413,4.5,17027424,7cK9uEV09iPmsTqOqmY3kQ
53382,Desert Jade,3215 E Indian School Rd$*$ Phoenix$*$ AZ 85018,Phoenix,85018,33.4949905,-112.012369,417,4.05731414868,17026165,tFcmrGLZNEymSnijoTPmqw
53537,Chicago Hamburger Co.,3749 E Indian School Rd$*$ Phoenix$*$ AZ 85018,Phoenix,85018,33.49488375,-112.00051625,513,4.0,17025788,UCqWJWovgeelP1OUI_L90w
53959,Vincent's On Camelback,3930 East Camelback Road$*$ Biltmore/Arcadia$*$ Phoenix$*$ AZ 85018,Phoenix,85018,33.5101679,-111.9965101,343,4.0,17029906,Tl2nqtPXlLbAG3qkUYVM2g
54686,O.H.S.O. Eatery + NanoBrewery,4900 East Indian School Road$*$ Phoenix$*$ AZ 85018,Phoenix,85018,33.495018,-111.975898,1127,4.01774622893,17033008,mnwRtuVQEsIUomBchu0gwg
56548,The Vig,4041 N 40th St$*$ Phoenix$*$ AZ 85018,Phoenix,85018,33.49421,-111.995215,924,4.03777056277,17029878,flE7Sn2JGs0n3SAtaep6Zw
57633,Postino Arcadia,3939 East Campbell Avenue$*$ Biltmore/Arcadia$*$ Phoenix$*$ AZ 85018,Phoenix,85018,33.50223705,-111.9964278,2266,4.65119152692,17028658,u-SJ5QUwrNquL9VnXwl8cg
57775,Sushi Tachi,2745 W Centennial Pkwy #130$*$ North Las Vegas$*$ NV 89084,Las Vegas,89084,36.27623173,-115.1779442,577,3.8287694974,16981349,xrBQKZbhJMCtaZxeJ0tzTQ
59530,Kaya,2000 Smallman St$*$ Pittsburgh$*$ PA 15222,Pittsburgh,15222,40.45167715,-79.984331,2300,4.39934782609,17036710,Ul6JwluSTm12PVDIqnNaTg
59614,Deluca's Diner,2015 Penn Ave$*$ Pittsburgh$*$ PA 15222,Pittsburgh,15222,40.45144955,-79.9838204,1566,4.22088122605,17036305,oeW0vIYd3rUnAPgmD4fEFg
59901,Eleven,1150 Smallman St$*$ Pittsburgh$*$ PA 15222,Pittsburgh,15222,40.4459523,-79.99346015,1811,4.28934290447,17036383,d2ZQRjuizstCTnicysmpMQ
60045,Chicken Latino,155 21st St$*$ Pittsburgh$*$ PA 15222,Pittsburgh,15222,40.451662635,-79.98313396,554,4.2225631769,17037721,Chr3YCuvt2mD-BHgqeo-OA
60197,The Enrico Biscotti,2022 Penn Ave$*$ Pittsburgh$*$ PA 15222,Pittsburgh,15222,40.4512524,-79.98341275,629,4.15930047695,17036389,#NAME?
61533,Gaucho Parrilla Argentina,1607 Penn Ave$*$ Pittsburgh$*$ PA 15222,Pittsburgh,15222,40.44906,-79.987546,1450,4.46793103448,17042997,u4sTiCzVeIHZY8OlaL346Q
63056,Meat & Potatoes,649 Penn Ave$*$ Pittsburgh$*$ PA 15222,Pittsburgh,15222,40.443123145,-80.001163695,3114,4.11978163134,17042327,JLbgvGM4FXh9zNP4O5ZWjQ
63762,KINKA IZAKAYA BLOOR,559 Bloor Street West$*$ ON M5S 1Y6,Toronto,M5S 1Y6,43.665221555,-79.41063178,1176,4.50595238095,8907790,CN5nuUQod0f8g3oh99qq0w
63953,La Mestiza,6644 Odana Road$*$ Madison$*$ WI 53719,Madison,53719,43.056069,-89.49469755,341,4.0,17502327,wEisic-u9Yj543iYzfpAhw
64816,Sa-Bai Thong West,6802 Odana Rd$*$ Madison$*$ WI 53719,Madison,53719,43.05716305,-89.5002213,246,3.74552845528,17504097,rdXAuI2fKilcf65W-QoASQ
64964,Thai Noodles,5957 Mckee Rd$*$ Fitchburg$*$ WI 53719,Madison,53719,43.01510696,-89.4577013,574,4.44668989547,17503422,56KQVyOg8eGtwLIgrV51NA
65030,Quivey's Grove,6261 Nesbitt Rd$*$ Fitchburg$*$ WI 53719,Madison,53719,43.00901,-89.48012865,383,3.84725848564,17501797,Zzvjuyxr1iudPN_heAAygw
65382,Ginza of Tokyo West,6734 Odana Rd$*$ Madison$*$ WI 53719,Madison,53719,43.056664,-89.49812915,236,3.55593220339,17502221,f1loh_1c_zp6P1Zv9KSaPg
66015,The Nile,6119 Odana Road$*$ Madison$*$ WI 53719,Madison,53719,43.05317385,-89.48602515,356,4.06179775281,17503651,nJClfvVwSrr2uuo_y2wO4w
66695,Saigon Noodles,6754 Odana Rd$*$ Madison$*$ WI 53719,Madison,53719,43.05692285,-89.49860975,500,4.0932,17502587,HHCn1akqIpl_BhdcJoYPbw
67747,Takara Japanese Restaurant,449 State St Ste 2G$*$ Madison$*$ WI 53703,Madison,53703,43.0746815,-89.39164275,366,3.89508196721,17502747,mOzxFBAHWwpuH7u5xP0oHw
68623,Marigold Kitchen,118 S Pinckney St$*$ Madison$*$ WI 53703,Madison,53703,43.074371515,-89.38172875,1013,4.22744323791,17502369,BuS11AF9XSHEShscxQEzeg
69904,The Old Fashioned,23 N Pinckney St$*$ Madison$*$ WI 53703,Madison,53703,43.076231625,-89.38364561,2846,4.45256500351,17502451,RJNAeNA-209sctUO0dmwuA
70021,Bandung Indonesian Restaurant,600 Williamson St$*$ Madison$*$ WI 53703,Madison,53703,43.076452,-89.3750828,431,4.06078886311,17501972,NiBzh0kHusvH5rdnpm7yVw
70310,Sardine,617 Williamson St$*$ Madison$*$ WI 53703,Madison,53703,43.076167215,-89.374592755,780,4.11717948718,17502592,SBnpT6JDbah-5l_52GM5sw
70423,Eldorado Grill,744 Williamson St$*$ Madison$*$ WI 53703,Madison,53703,43.077955,-89.3722365,444,4.0,17502172,Wcw-xq_c89e4AaRsUtkaLw
70683,Natt Spil,211 King St$*$ Madison$*$ WI 53703,Madison,53703,43.074537765,-89.379822205,422,4.06327014218,17503325,VGKq16vCdPPHMoryy6XTHg
72548,Ian's Pizza By The Slice,319 N Frances St$*$ Madison$*$ WI 53703,Madison,53703,43.07269675,-89.3956178,785,4.3225477707,17502267,c7ZTyqSG4v4ZVwK3vuDklQ
72552,Ian's Pizza By The Slice,100 State St$*$ Madison$*$ WI 53703,Madison,53703,43.07381435,-89.39092385,667,4.23163418291,17502268,c7ZTyqSG4v4ZVwK3vuDklQ
72746,Ian's Pizza by the Slice,319 N Frances St$*$ Madison$*$ WI 53703,Madison,53703,43.07369583,-89.391275155,957,4.26457680251,17502267,aVBFKYoF0AHuusNssaQpJA
72750,Ian's Pizza,100 State St$*$ Madison$*$ WI 53703,Madison,53703,43.07481343,-89.386581205,839,4.18414779499,17502268,aVBFKYoF0AHuusNssaQpJA
73386,Kabul Afghanistan Restaurant,540 State St$*$ Madison$*$ WI 53703,Madison,53703,43.0749155,-89.3943725,420,3.89714285714,17502314,IsADZMYEJKXTtPfN9YsiBA
76321,Restaurant Muramoto,225 King St$*$ Madison$*$ WI 53703,Madison,53703,43.0742785,-89.379708,468,4.09294871795,17502566,3QfcfPCJSo0z2v1bkdUemQ
76659,Parthenon Gyros Restaurant,316 State St$*$ Madison$*$ WI 53703,Madison,53703,43.074957,-89.3905085,290,3.8,17502488,skJ-AlN0DT9pmBDz0ixeJw
77161,Osteria Papavero,128 E Wilson St$*$ Madison$*$ WI 53703,Madison,53703,43.073869325,-89.37967272,300,3.943,17502485,G099MT9cwtwgdsR71JLp6w
77487,Mediterranean Cafe,625 State St$*$ Madison$*$ WI 53703,Madison,53703,43.0747867,-89.3961762,293,4.28327645051,17502390,oezMXnkdUQMuMH7RuKaiyw
78185,Vientiane Palace Restaurant,151 W Gorham St$*$ Madison$*$ WI 53703,Madison,53703,43.07568935,-89.39010815,264,3.7696969697,17502738,dfHA5n6e3f58nMCNHt589Q
78299,Graze,1 S Pinckney Street$*$ Madison$*$ WI 53703,Madison,53703,43.075269025,-89.38248123,1246,4.03764044944,17503559,XmsBtCykUtObXg4Q1mYpvg
78852,Tornado Steak House,116 S Hamilton St$*$ Madison$*$ WI 53703,Madison,53703,43.072515,-89.38437,1006,4.25685884692,17502709,ewEDv_q-K0fV0FepkHB8sA
79818,The Cooper's Tavern,20 W. Mifflin$*$ Madison$*$ WI 53703,Madison,53703,43.075301,-89.385923,639,3.79953051643,17503480,#NAME?
81433,Red,316 West Washington Avenue$*$ Suite 100$*$ Madison$*$ Wisconsin.$*$ WI 53703,Madison,53703,43.0738205,-89.384915,247,4.24615384615,17503679,6zZDTZ4ZZEYfN268iPz0uQ
81461,Dotty Dumpling's Dowry,317 N Frances St$*$ Madison$*$ WI 53703,Madison,53703,43.07250955,-89.3955805,1105,4.19873303167,17502158,LZ_R2OLgZQSQMMzlp8uUOA
83793,Sunroom Cafe,638 State St$*$ Madison$*$ WI 53703,Madison,53703,43.0750745,-89.3960815,319,3.72068965517,17503348,LYpujMCxfrHcSO_NA1BRQg
85111,Himal Chuli,318 State St$*$ Madison$*$ WI 53703,Madison,53703,43.07485055,-89.3905482,398,3.94547738693,17502257,Xl6I0-JmFE_6w28bku2idQ
85522,Samba Brazilian Grill,240 W Gilman St$*$ Madison$*$ WI 53703,Madison,53703,43.07568,-89.3926815,780,4.06358974359,17502590,84WYW7OfV-IXUJk95EL5_Q
85714,Lazy Jane's Cafe & Bakery,1358 Williamson St$*$ Madison$*$ WI 53703,Madison,53703,43.08533265,-89.3616548,704,4.34801136364,17502341,#NAME?
85765,Wasabi Japanese Restaurant & Sushi Bar,449 State St Ste 2G$*$ Madison$*$ WI 53703,Madison,53703,43.0746063,-89.39293315,313,3.96198083067,17502747,tSzIHI6ioblP1WEQAQNbhw
86372,The Weary Traveler Freehouse,1201 Williamson St$*$ Madison$*$ WI 53703,Madison,53703,43.08327636,-89.36415823,1061,4.36701225259,17502749,NYf9TKBKPpa1wkA_uwIlfg
87578,A Pig In a Fur Coat,940 Williamson St.$*$ Madison$*$ WI 53703,Madison,53703,43.08048145,-89.36855805,474,4.35063291139,17503788,OoI3WUe4Xl86d53avy3oVA
87967,Red,316 West Washington Avenue$*$ Suite 100$*$ Madison$*$ Wisconsin.$*$ WI 53703,Madison,53703,43.0735985,-89.384805,435,4.09609195402,17503679,O75Lh99ZO6HCIqVVR-p9wg
88211,Forequarter,708 1/4 E Johnson St$*$ Madison$*$ WI 53703,Madison,53703,43.08225855,-89.3796245,361,4.0,17503797,hOxNKZJ8wWg8Q165U7CCqg
88637,Lao Laan-Xang Restaurant,1146 Williamson St$*$ Madison$*$ WI 53703,Madison,53703,43.082933,-89.3651925,430,4.31581395349,17502331,VMPSdoBgJuyS9t_x_caTig
89521,Restaurant Muramoto,225 King St$*$ Madison$*$ WI 53703,Madison,53703,43.074505645,-89.37948961,602,3.93355481728,17502566,oKYUMYQI7AkjCJdRsKlqtg
89876,My Bento Asian Diner,Town Center Plaza$*$ 8640 University City Boulevard$*$ Charlotte$*$ NC 28213,Charlotte,28213,35.2967042,-80.7377252,612,4.21503267974,17149854,pDwKOuqjQ4gtoX-aaQPJ_g
90046,Bangkok Thai Cuisine,5359 Mayfield Rd$*$ Cleveland$*$ OH 44124,Cleveland,44124,41.520086,-81.4864995,725,4.72,16959188,goZV-PlwLJOB8s5O3GruxA
90421,Chino Bandido,15414 North 19th Avenue$*$ Deer Valley$*$ Phoenix$*$ AZ 85023,Phoenix,85023,33.62633819,-112.1000818,2122,4.22431668238,17025865,cHdJXLlKNWixBXpDwEGb_A
90717,Thai Spice,25099 Center Ridge Rd$*$ Westlake$*$ OH 44145,Cleveland,44145,41.45632055,-81.89857175,457,4.14792122538,16964384,oBX1gy7oj6w6W3VocRQaGw
