,_id,l_ID,r_ID,l_name,l_city,l_zipcode,l_review_count,l_latitude,l_longitude,l_rating,l_address,l_zomato_id,l_yelp_id,r_name,r_city,r_zipcode,r_review_count,r_latitude,r_longitude,r_rating,r_address,r_zomato_id,r_yelp_id
240066,240066,a10198,b1667,Cafe Kopi,Champaign,61820,141,40.116825,-88.242716,4.0,109 N Walnut St,0,e0prCZXtHGQIKeQ_wTW3uw,Cafe Kopi,Champaign,61820,78,40.1166,-88.2427,3.7,109 N Walnut St$*$ Champaign$*$ IL 61820,17317246,0
240127,240127,a10199,b1692,Green Street Realty,Champaign,61820,7,40.110645,-88.2429669,1.5,510 S Neil St,0,rwuiLDAkVUNEJex-oQlA7g,Great Harvest Bread Co.,Champaign,61820,56,40.0889,-88.2463,3.6,2149 S Neil St$*$ Champaign$*$ IL 61820,17317315,0
240393,240393,a10681,b1617,Carmon's Restaurant,Champaign,61820,45,40.119807,-88.2438559,3.5,415 N Neil St,0,epvLkQNL6MOvk3s6JlTntA,Jarlings Custard Cup,Champaign,61820,255,40.098,-88.247,4.1,309 W Kirby Ave$*$ Champaign$*$ IL 61820,17317336,0
240715,240715,a10776,b1665,Merry-Ann's Diner,Champaign,61820,58,40.09845251,-88.24424621,3.0,1510 S Neil St,0,wsuzuLD3KV7L8oMinLCI0A,Merry Ann's Diner,Champaign,61820,136,40.1182,-88.2434,3.7,1 E Main St$*$ Champaign$*$ IL 61820,17317379,0
240845,240845,a10779,b1622,Hancock Fabrics,Champaign,61820,4,40.1386521,-88.241438,4.0,115 Convenience Ctr Rd,0,_36y6DMfo8QcEi7IWrXa0A,Radio Maria,Champaign,61820,348,40.1167,-88.2427,4.0,119 N Walnut St$*$ Champaign$*$ IL 61820,17317431,0
240925,240925,a10822,b1689,Hair Cuttery,Champaign,61820,15,40.110524,-88.241673,3.5,24 E Green St,0,iX5397ez5snnQRHLflyctQ,Cream & Flutter,Champaign,61820,84,40.116627,-88.24237,3.6,114 North Walnut$*$ Champaign$*$ IL 61820,17317798,0
240982,240982,a11275,b1700,301 Mongolia,Champaign,61820,57,40.118742,-88.2443626,3.5,301 N Neil St,0,XuByFsXXhnKmZ6hxucOj7A,301 Mongolia,Champaign,61820,58,40.1190386,-88.2438816,3.6,301 N Neil St$*$ Champaign$*$ IL 61820,17317936,0
241037,241037,a12876,b1608,Farren's Pub & Eatery,Champaign,61820,212,40.1183497,-88.2451587,4.0,308 N Randolph St,0,kNtToQSP_Y5U8tznLXuCaw,Farren's Pub & Eatery,Champaign,61820,257,40.1185,-88.245,4.3,308 N Randolph St$*$ Champaign$*$ IL 61820,17317298,0
241102,241102,a12877,b1631,Monical's Pizza,Champaign,61820,24,40.097774,-88.24573,3.5,103 W Kirby Ave,0,bVt5eOVdpZzg83qlW9Rl2g,Amano's Pizza,Champaign,61820,109,40.0995658,-88.2443819,4.0,1407 South Neil Street$*$ Champaign$*$ IL 61820,17318036,0
241106,241106,a12877,b1636,Monical's Pizza,Champaign,61820,24,40.097774,-88.24573,3.5,103 W Kirby Ave,0,bVt5eOVdpZzg83qlW9Rl2g,Old Chicago Pasta & Pizza,Champaign,61820,159,40.139362,-88.243863,3.9,1910 N Neil St$*$ Champaign$*$ IL 61820,17317825,0
241129,241129,a12877,b1695,Monical's Pizza,Champaign,61820,24,40.097774,-88.24573,3.5,103 W Kirby Ave,0,bVt5eOVdpZzg83qlW9Rl2g,Monical's Pizza,Champaign,61820,89,40.098,-88.2448,3.6,103 W Kirby Ave$*$ Champaign$*$ IL 61820,17317384,0
241238,241238,a14035,b1609,Taco Bell,Champaign,61820,4,40.137098,-88.243455,2.0,Market Place Mall$*$ 2000 N. Neil Street  Space 706,0,Mc9sMBVNi53lqxHLCiLWiA,Cactus Grill,Champaign,61820,210,40.099715,-88.244508,4.3,1405 S Neil St$*$ Champaign$*$ IL 61820,17317696,0
241713,241713,a15720,b1657,Furniture Lounge,Champaign,61820,13,40.116164,-88.242955,4.5,11 E University Ave,0,YxngrHRkW8gLGOYDJ_LBoQ,Esquire Lounge,Champaign,61820,87,40.1166,-88.2424,3.8,106 N Walnut St$*$ Champaign$*$ IL 61820,17317292,0
241845,241845,a15723,b1622,Radio Maria,Champaign,61820,261,40.1171251,-88.2426687,3.5,119 N Walnut St,0,lWmDrnqgU6w3gFaJyn_1Uw,Radio Maria,Champaign,61820,348,40.1167,-88.2427,4.0,119 N Walnut St$*$ Champaign$*$ IL 61820,17317431,0
241869,241869,a15723,b1674,Radio Maria,Champaign,61820,261,40.1171251,-88.2426687,3.5,119 N Walnut St,0,lWmDrnqgU6w3gFaJyn_1Uw,Rainbow Garden,Champaign,61820,92,40.0997,-88.2441,3.7,1402 S Neil St Ste 3$*$ Champaign$*$ IL 61820,17317432,0
242012,242012,a16587,b1652,Fat Sandwich Company,Champaign,61820,76,40.1092381,-88.2315641,3.5,502 E John St,0,zp3rZNu-5qonTL3ByPYOUg,Fat Sandwich Company,Champaign,61820,110,40.109238,-88.23184,3.8,502 E John St$*$ Champaign$*$ IL 61820,17317810,0
242043,242043,a16623,b1617,Jarling's,Champaign,61820,207,40.0977213,-88.2477415,4.0,309 W Kirby Ave,0,BKLWat64KRYzsT2DgY6Xxg,Jarlings Custard Cup,Champaign,61820,255,40.098,-88.247,4.1,309 W Kirby Ave$*$ Champaign$*$ IL 61820,17317336,0
242051,242051,a16623,b1630,Jarling's,Champaign,61820,207,40.0977213,-88.2477415,4.0,309 W Kirby Ave,0,BKLWat64KRYzsT2DgY6Xxg,Cravings,Champaign,61820,130,40.1114,-88.2291,4.0,603 S Wright St$*$ Champaign$*$ IL 61820,17317268,0
242272,242272,a16816,b1685,Tumble Inn Tavern,Champaign,61820,17,40.113786,-88.243041,4.5,302 S Neil St,0,KWZqC7vfWpqlxnf0nD7QHQ,Big Grove Tavern,Champaign,61820,107,40.1182345,-88.2435423,3.6,1 Main St$*$ Champaign$*$ IL 61820,17317963,0
242312,242312,a16817,b1652,Bash Pepper Roofing Company,Champaign,61820,5,40.118538,-88.197115,3.5,712 N Hickory St,0,PksBnyW1jxt3ve5Hn9_sAw,Fat Sandwich Company,Champaign,61820,110,40.109238,-88.23184,3.8,502 E John St$*$ Champaign$*$ IL 61820,17317810,0
242516,242516,a17946,b1667,Caffe Bene,Champaign,61820,8,40.1106361,-88.2309392,4.0,524 E Green St,0,BcrFZDyviqw_wF9oQQ5qVA,Cafe Kopi,Champaign,61820,78,40.1166,-88.2427,3.7,109 N Walnut St$*$ Champaign$*$ IL 61820,17317246,0
242611,242611,a18291,b1650,Manzellas Italian Restaurant,Champaign,61820,26,40.1128,-88.271074,3.0,,0,O4-tpRbaMfrdx_okiVAbaw,Za's Italian Cafe,Champaign,61820,138,40.140043,-88.245383,3.8,1905 N Neil St$*$ Champaign$*$ IL 61820,17317782,0
242628,242628,a18291,b1693,Manzellas Italian Restaurant,Champaign,61820,26,40.1128,-88.271074,3.0,,0,O4-tpRbaMfrdx_okiVAbaw,Manzella's Italian Patio,Champaign,61820,76,40.1161,-88.2387,3.6,115 S 1st Street1$*$ Champaign$*$ IL 61820,17317368,0
242650,242650,a19838,b1629,Sushi Avenue,Champaign,61820,23,40.110113,-88.233218,3.0,403 E Green St,0,MPAPVFk66pplvv7rkcVfiQ,Sushi Kame,Champaign,61820,127,40.1184,-88.2442,4.0,132 W Church St$*$ Champaign$*$ IL 61820,17317469,0
242664,242664,a19838,b1662,Sushi Avenue,Champaign,61820,23,40.110113,-88.233218,3.0,403 E Green St,0,MPAPVFk66pplvv7rkcVfiQ,Sushi Rock,Champaign,61820,87,40.110191,-88.230047,3.8,621 E. Green St$*$ Champaign$*$ IL 61820,17317801,0
242852,242852,a23863,b1631,Drew's Pizza,Champaign,61820,13,40.110827,-88.231612,3.0,508 E Green St,0,3TBouLwX21Ic5cJNlAl7Eg,Amano's Pizza,Champaign,61820,109,40.0995658,-88.2443819,4.0,1407 South Neil Street$*$ Champaign$*$ IL 61820,17318036,0
242879,242879,a23863,b1695,Drew's Pizza,Champaign,61820,13,40.110827,-88.231612,3.0,508 E Green St,0,3TBouLwX21Ic5cJNlAl7Eg,Monical's Pizza,Champaign,61820,89,40.098,-88.2448,3.6,103 W Kirby Ave$*$ Champaign$*$ IL 61820,17317384,0
243020,243020,a24680,b1675,Art Mart,Champaign,61820,10,40.09597067,-88.25762141,4.5,1705 S Prospect Ave,0,DjDcRTH09r1Yma6qd0om0Q,Aroma Cafe,Champaign,61820,57,40.117,-88.2433,3.6,118 N Neil St$*$ Champaign$*$ IL 61820,17317211,0
243057,243057,a24681,b1639,Legends,Champaign,61820,69,40.1105579,-88.2311675,3.5,522 E Green St,0,UUsS7SrTQQ2AvvpslfrvFA,Meatheads,Champaign,61820,99,40.101522,-88.24448,3.9,1305 South Neil Street$*$ Champaign$*$ IL 61820,17317942,0
243257,243257,a24958,b1639,Meatheads,Champaign,61820,122,40.101522,-88.24448,4.0,1305 S Neil St,0,th4pZ5LkoIIkb1Vmu_m2DA,Meatheads,Champaign,61820,99,40.101522,-88.24448,3.9,1305 South Neil Street$*$ Champaign$*$ IL 61820,17317942,0
243375,243375,a25410,b1689,Cream & Flutter,Champaign,61820,155,40.11682,-88.242122,3.5,114 N Walnut St,0,LW21U6m6axC2lCLYc0fFSA,Cream & Flutter,Champaign,61820,84,40.116627,-88.24237,3.6,114 North Walnut$*$ Champaign$*$ IL 61820,17317798,0
243491,243491,a25687,b1614,Le Shoppe,Champaign,61820,4,40.116617,-88.238179,4.0,110 E University Ave,0,5lFdtzrhP5TPAfeOZUJsOA,Le Peep,Champaign,61820,258,40.0879,-88.2464,4.1,2209 S Neil St$*$ Champaign$*$ IL 61820,17317359,0
243610,243610,a25827,b1648,Ambar India,Champaign,61820,48,40.1113654,-88.228907,3.5,605 S Wright St,0,uGxZdLLgMQDvFSqiXyCg_w,Bombay Indian Grill,Champaign,61820,140,40.1102,-88.2334,3.8,403 E Green St$*$ Champaign$*$ IL 61820,17317233,0
243680,243680,a26227,b1697,The Estate Sale,Champaign,61820,3,40.1180359,-88.243877,4.5,219 N Neil St,0,pWxCiLYvlUHd9TVJ7n0mEQ,Fiesta Cafe,Champaign,61820,74,40.1151,-88.2385,3.6,216 S 1st St$*$ Champaign$*$ IL 61820,17317301,0
243799,243799,a26230,b1628,Bentley's Pub,Champaign,61820,17,40.119931,-88.243878,4.0,419 N Neil St,0,u4D2VypIx3nMsRRbOwx-sA,Murphy's Pub,Champaign,61820,137,40.1104,-88.2303,4.0,604 E Green St$*$ Champaign$*$ IL 61820,17317388,0
243960,243960,a26715,b1648,Yori Q Korean Grill & Bar,Champaign,61820,40,40.10769667,-88.2436597,3.5,715 S Neil St,0,VuMgSpUJ9ONgSkddjM4JqQ,Bombay Indian Grill,Champaign,61820,140,40.1102,-88.2334,3.8,403 E Green St$*$ Champaign$*$ IL 61820,17317233,0
244039,244039,a26818,b1610,Doodles,Champaign,61820,34,40.10933,-88.231668,4.0,502 E John St$*$ Ste 109,0,68HNLNwMfXu1NuL_2E4N7A,Dos Reales,Champaign,61820,383,40.1298,-88.2582,4.2,1407 N Prospect Ave$*$ Champaign$*$ IL 61820,17317281,0
244076,244076,a26818,b1691,Doodles,Champaign,61820,34,40.10933,-88.231668,4.0,502 E John St$*$ Ste 109,0,68HNLNwMfXu1NuL_2E4N7A,Noodles & Co,Champaign,61820,78,40.1104,-88.2316,3.6,528 E Green St$*$ Champaign$*$ IL 61820,17317741,0
244813,244813,a27242,b1657,Boltini Lounge,Champaign,61820,75,40.117733,-88.243876,4.0,211 N Neil St,0,PGUuVJEzM0H-ZMB6m1D6Ig,Esquire Lounge,Champaign,61820,87,40.1166,-88.2424,3.8,106 N Walnut St$*$ Champaign$*$ IL 61820,17317292,0
244852,244852,a27351,b1631,Papa John's Pizza,Champaign,61820,25,40.1103562,-88.2380132,2.5,106 E Green St,0,oYMsq2Xvzw6UbrIlMWjb-A,Amano's Pizza,Champaign,61820,109,40.0995658,-88.2443819,4.0,1407 South Neil Street$*$ Champaign$*$ IL 61820,17318036,0
244879,244879,a27351,b1695,Papa John's Pizza,Champaign,61820,25,40.1103562,-88.2380132,2.5,106 E Green St,0,oYMsq2Xvzw6UbrIlMWjb-A,Monical's Pizza,Champaign,61820,89,40.098,-88.2448,3.6,103 W Kirby Ave$*$ Champaign$*$ IL 61820,17317384,0
245233,245233,a27911,b1602,Fat City Bar and Grill,Champaign,61820,5,40.110967,-88.242733,4.0,505 S Chestnut St,0,dA9xisX951rOnx8IGLPfjw,Maize Mexican Grill,Champaign,61820,253,40.110373,-88.238918,4.6,60 E Green St$*$ Champaign$*$ IL 61820,17317935,0
245260,245260,a27911,b1648,Fat City Bar and Grill,Champaign,61820,5,40.110967,-88.242733,4.0,505 S Chestnut St,0,dA9xisX951rOnx8IGLPfjw,Bombay Indian Grill,Champaign,61820,140,40.1102,-88.2334,3.8,403 E Green St$*$ Champaign$*$ IL 61820,17317233,0
245267,245267,a27911,b1668,Fat City Bar and Grill,Champaign,61820,5,40.110967,-88.242733,4.0,505 S Chestnut St,0,dA9xisX951rOnx8IGLPfjw,Flat Top Grill,Champaign,61820,106,40.1114257,-88.2304292,3.7,607 S 6th St$*$ Champaign$*$ IL 61820,17317303,0
245274,245274,a27911,b1687,Fat City Bar and Grill,Champaign,61820,5,40.110967,-88.242733,4.0,505 S Chestnut St,0,dA9xisX951rOnx8IGLPfjw,Guido's Bar & Grill,Champaign,61820,98,40.118127,-88.243564,3.6,2 E Main St$*$ Champaign$*$ IL 61820,17317320,0
245437,245437,a28161,b1608,The Y Eatery,Champaign,61820,28,40.1065381,-88.22929,4.0,1001 S Wright St,0,aKiE0aZ6vGyOlH-uVOHONw,Farren's Pub & Eatery,Champaign,61820,257,40.1185,-88.245,4.3,308 N Randolph St$*$ Champaign$*$ IL 61820,17317298,0
245502,245502,a28162,b1631,Gumby's Pizza,Champaign,61820,41,40.0995845,-88.2443792,3.5,1409 S Neil St,0,AtLv64FV-Pw6JuT3XUKU1g,Amano's Pizza,Champaign,61820,109,40.0995658,-88.2443819,4.0,1407 South Neil Street$*$ Champaign$*$ IL 61820,17318036,0
245529,245529,a28162,b1695,Gumby's Pizza,Champaign,61820,41,40.0995845,-88.2443792,3.5,1409 S Neil St,0,AtLv64FV-Pw6JuT3XUKU1g,Monical's Pizza,Champaign,61820,89,40.098,-88.2448,3.6,103 W Kirby Ave$*$ Champaign$*$ IL 61820,17317384,0
245702,245702,a28311,b1631,Prime Time Pizza,Champaign,61820,12,40.116061,-88.231376,2.0,505 E University Ave,0,E4t43bnsfeOY2bv_8IPmSw,Amano's Pizza,Champaign,61820,109,40.0995658,-88.2443819,4.0,1407 South Neil Street$*$ Champaign$*$ IL 61820,17318036,0
245933,245933,a28406,b1602,Mashawi Grill,Champaign,61820,77,40.110041,-88.2296889,4.5,617 E Green St,0,SCxtzXcvyk1hygdmOZqd1A,Maize Mexican Grill,Champaign,61820,253,40.110373,-88.238918,4.6,60 E Green St$*$ Champaign$*$ IL 61820,17317935,0
245938,245938,a28406,b1609,Mashawi Grill,Champaign,61820,77,40.110041,-88.2296889,4.5,617 E Green St,0,SCxtzXcvyk1hygdmOZqd1A,Cactus Grill,Champaign,61820,210,40.099715,-88.244508,4.3,1405 S Neil St$*$ Champaign$*$ IL 61820,17317696,0
245960,245960,a28406,b1648,Mashawi Grill,Champaign,61820,77,40.110041,-88.2296889,4.5,617 E Green St,0,SCxtzXcvyk1hygdmOZqd1A,Bombay Indian Grill,Champaign,61820,140,40.1102,-88.2334,3.8,403 E Green St$*$ Champaign$*$ IL 61820,17317233,0
245967,245967,a28406,b1668,Mashawi Grill,Champaign,61820,77,40.110041,-88.2296889,4.5,617 E Green St,0,SCxtzXcvyk1hygdmOZqd1A,Flat Top Grill,Champaign,61820,106,40.1114257,-88.2304292,3.7,607 S 6th St$*$ Champaign$*$ IL 61820,17317303,0
245974,245974,a28406,b1687,Mashawi Grill,Champaign,61820,77,40.110041,-88.2296889,4.5,617 E Green St,0,SCxtzXcvyk1hygdmOZqd1A,Guido's Bar & Grill,Champaign,61820,98,40.118127,-88.243564,3.6,2 E Main St$*$ Champaign$*$ IL 61820,17317320,0
246339,246339,a28746,b1610,Roland Realty,Champaign,61820,7,40.10769,-88.239062,4.5,901 S 1st St,0,FsRYheupb38V0_JRD-u2Bg,Dos Reales,Champaign,61820,383,40.1298,-88.2582,4.2,1407 N Prospect Ave$*$ Champaign$*$ IL 61820,17317281,0
246383,246383,a28798,b1602,Layalina Mediterranean Grill,Champaign,61820,9,40.112846,-88.240661,4.0,40 E Springfield Ave,0,cjdX2cwSmp47ia47V3YySg,Maize Mexican Grill,Champaign,61820,253,40.110373,-88.238918,4.6,60 E Green St$*$ Champaign$*$ IL 61820,17317935,0
246397,246397,a28798,b1626,Layalina Mediterranean Grill,Champaign,61820,9,40.112846,-88.240661,4.0,40 E Springfield Ave,0,cjdX2cwSmp47ia47V3YySg,Chipotle Mexican Grill,Champaign,61820,166,40.1104,-88.2316,4.0,528 E Green St$*$ Champaign$*$ IL 61820,17317260,0
246481,246481,a28799,b1698,Kam's,Champaign,61820,50,40.1079898,-88.2295058,2.0,618 E Daniel St,0,t0HT9od2xZ0Fc5a0PFB2BQ,Sam's Cafe,Champaign,61820,51,40.1168,-88.2427,3.6,115 N Walnut St$*$ Champaign$*$ IL 61820,17317442,0
247033,247033,a28975,b1602,Qdoba Mexican Grill,Champaign,61820,15,40.110041,-88.2296889,2.0,617 E Green St,0,MpAhuv_BBhYHDElgx1pD4g,Maize Mexican Grill,Champaign,61820,253,40.110373,-88.238918,4.6,60 E Green St$*$ Champaign$*$ IL 61820,17317935,0
247047,247047,a28975,b1626,Qdoba Mexican Grill,Champaign,61820,15,40.110041,-88.2296889,2.0,617 E Green St,0,MpAhuv_BBhYHDElgx1pD4g,Chipotle Mexican Grill,Champaign,61820,166,40.1104,-88.2316,4.0,528 E Green St$*$ Champaign$*$ IL 61820,17317260,0
247060,247060,a28975,b1648,Qdoba Mexican Grill,Champaign,61820,15,40.110041,-88.2296889,2.0,617 E Green St,0,MpAhuv_BBhYHDElgx1pD4g,Bombay Indian Grill,Champaign,61820,140,40.1102,-88.2334,3.8,403 E Green St$*$ Champaign$*$ IL 61820,17317233,0
247188,247188,a30232,b1609,Brothers Bar & Grill,Champaign,61820,28,40.1100823,-88.2296913,3.0,613 E Green St,0,CDm96_A5GagulRKa5zadfQ,Cactus Grill,Champaign,61820,210,40.099715,-88.244508,4.3,1405 S Neil St$*$ Champaign$*$ IL 61820,17317696,0
247197,247197,a30232,b1626,Brothers Bar & Grill,Champaign,61820,28,40.1100823,-88.2296913,3.0,613 E Green St,0,CDm96_A5GagulRKa5zadfQ,Chipotle Mexican Grill,Champaign,61820,166,40.1104,-88.2316,4.0,528 E Green St$*$ Champaign$*$ IL 61820,17317260,0
247210,247210,a30232,b1648,Brothers Bar & Grill,Champaign,61820,28,40.1100823,-88.2296913,3.0,613 E Green St,0,CDm96_A5GagulRKa5zadfQ,Bombay Indian Grill,Champaign,61820,140,40.1102,-88.2334,3.8,403 E Green St$*$ Champaign$*$ IL 61820,17317233,0
247217,247217,a30232,b1668,Brothers Bar & Grill,Champaign,61820,28,40.1100823,-88.2296913,3.0,613 E Green St,0,CDm96_A5GagulRKa5zadfQ,Flat Top Grill,Champaign,61820,106,40.1114257,-88.2304292,3.7,607 S 6th St$*$ Champaign$*$ IL 61820,17317303,0
247224,247224,a30232,b1687,Brothers Bar & Grill,Champaign,61820,28,40.1100823,-88.2296913,3.0,613 E Green St,0,CDm96_A5GagulRKa5zadfQ,Guido's Bar & Grill,Champaign,61820,98,40.118127,-88.243564,3.6,2 E Main St$*$ Champaign$*$ IL 61820,17317320,0
247316,247316,a30430,b1667,Cafe Sababa,Champaign,61820,5,40.108761,-88.231538,5.0,503 E. John St,0,Tiu3iRXMlzEEI6Epp3I8lg,Cafe Kopi,Champaign,61820,78,40.1166,-88.2427,3.7,109 N Walnut St$*$ Champaign$*$ IL 61820,17317246,0
247552,247552,a30465,b1631,Antonio's Pizza,Champaign,61820,76,40.1100646,-88.2296092,4.0,619 E Green St,0,BoTQepQTjGbTXA4g4Hj-WA,Amano's Pizza,Champaign,61820,109,40.0995658,-88.2443819,4.0,1407 South Neil Street$*$ Champaign$*$ IL 61820,17318036,0
247579,247579,a30465,b1695,Antonio's Pizza,Champaign,61820,76,40.1100646,-88.2296092,4.0,619 E Green St,0,BoTQepQTjGbTXA4g4Hj-WA,Monical's Pizza,Champaign,61820,89,40.098,-88.2448,3.6,103 W Kirby Ave$*$ Champaign$*$ IL 61820,17317384,0
247620,247620,a30513,b1675,ATLAS Cab,Champaign,61820,6,40.1002889,-88.245824,1.5,1319 Frederick St,0,3VC2agLN6SPo_R43TeM9cA,Aroma Cafe,Champaign,61820,57,40.117,-88.2433,3.6,118 N Neil St$*$ Champaign$*$ IL 61820,17317211,0
247720,247720,a30515,b1675,Bromley Hall,Champaign,61820,3,40.10705,-88.234722,3.5,910 S 3rd St,0,MZ8dSU3HqlnDmS0b864Aww,Aroma Cafe,Champaign,61820,57,40.117,-88.2433,3.6,118 N Neil St$*$ Champaign$*$ IL 61820,17317211,0
247739,247739,a30516,b1610,Koto Ramen,Champaign,61820,32,40.110827,-88.231612,2.0,508 E Green Street,0,NXERVbjRdwe0Deg4d_fVlA,Dos Reales,Champaign,61820,383,40.1298,-88.2582,4.2,1407 N Prospect Ave$*$ Champaign$*$ IL 61820,17317281,0
248100,248100,a30655,b1629,Sushi Ichiban,Champaign,61820,40,40.1108681,-88.2283044,3.0,619 S Wright St,0,_n5wggIEfBzCUepjgvHXAQ,Sushi Kame,Champaign,61820,127,40.1184,-88.2442,4.0,132 W Church St$*$ Champaign$*$ IL 61820,17317469,0
248114,248114,a30655,b1662,Sushi Ichiban,Champaign,61820,40,40.1108681,-88.2283044,3.0,619 S Wright St,0,_n5wggIEfBzCUepjgvHXAQ,Sushi Rock,Champaign,61820,87,40.110191,-88.230047,3.8,621 E. Green St$*$ Champaign$*$ IL 61820,17317801,0
248180,248180,a30656,b1697,Fiesta Ranchera,Champaign,61820,4,40.0940675,-88.2457853,2.0,1805 S Neil St,0,-2q4dnUw0gGJniGW2aPamQ,Fiesta Cafe,Champaign,61820,74,40.1151,-88.2385,3.6,216 S 1st St$*$ Champaign$*$ IL 61820,17317301,0
248512,248512,a30899,b1652,The Blind Pig Company,Champaign,61820,169,40.11698563,-88.24228353,4.0,120 N Walnut St,0,tZT_0yAeFxuihVnGXoCbWQ,Fat Sandwich Company,Champaign,61820,110,40.109238,-88.23184,3.8,502 E John St$*$ Champaign$*$ IL 61820,17317810,0
248580,248580,a30900,b1697,Fiesta Ranchero,Champaign,61820,5,40.0940675,-88.2457853,2.0,1805 S Neil St,0,EmezZdxbvjydG5FkN6Mecw,Fiesta Cafe,Champaign,61820,74,40.1151,-88.2385,3.6,216 S 1st St$*$ Champaign$*$ IL 61820,17317301,0
248720,248720,a31008,b1675,Crepe Cafe,Champaign,61820,4,40.109986,-88.233777,3.0,313 E Green St$*$ Ste 5,0,zV_aclADLjx2KOql9F_FTw,Aroma Cafe,Champaign,61820,57,40.117,-88.2433,3.6,118 N Neil St$*$ Champaign$*$ IL 61820,17317211,0
248730,248730,a31008,b1697,Crepe Cafe,Champaign,61820,4,40.109986,-88.233777,3.0,313 E Green St$*$ Ste 5,0,zV_aclADLjx2KOql9F_FTw,Fiesta Cafe,Champaign,61820,74,40.1151,-88.2385,3.6,216 S 1st St$*$ Champaign$*$ IL 61820,17317301,0
248731,248731,a31008,b1698,Crepe Cafe,Champaign,61820,4,40.109986,-88.233777,3.0,313 E Green St$*$ Ste 5,0,zV_aclADLjx2KOql9F_FTw,Sam's Cafe,Champaign,61820,51,40.1168,-88.2427,3.6,115 N Walnut St$*$ Champaign$*$ IL 61820,17317442,0
248949,248949,a31064,b1628,Murphy's Deli,Champaign,61820,3,40.1127011,-88.2407279,4.5,40 E Springfield Ave,0,8BUVhDF9yLzzthhFxeceYA,Murphy's Pub,Champaign,61820,137,40.1104,-88.2303,4.0,604 E Green St$*$ Champaign$*$ IL 61820,17317388,0
249800,249800,a31670,b1629,Basil Thai Cafe,Champaign,61820,13,40.110554,-88.232373,2.5,410 E Green St$*$ Ste 1,0,XtJj67rKT16a4tQw7bxtyw,Sushi Kame,Champaign,61820,127,40.1184,-88.2442,4.0,132 W Church St$*$ Champaign$*$ IL 61820,17317469,0
249811,249811,a31670,b1650,Basil Thai Cafe,Champaign,61820,13,40.110554,-88.232373,2.5,410 E Green St$*$ Ste 1,0,XtJj67rKT16a4tQw7bxtyw,Za's Italian Cafe,Champaign,61820,138,40.140043,-88.245383,3.8,1905 N Neil St$*$ Champaign$*$ IL 61820,17317782,0
249820,249820,a31670,b1675,Basil Thai Cafe,Champaign,61820,13,40.110554,-88.232373,2.5,410 E Green St$*$ Ste 1,0,XtJj67rKT16a4tQw7bxtyw,Aroma Cafe,Champaign,61820,57,40.117,-88.2433,3.6,118 N Neil St$*$ Champaign$*$ IL 61820,17317211,0
249830,249830,a31670,b1697,Basil Thai Cafe,Champaign,61820,13,40.110554,-88.232373,2.5,410 E Green St$*$ Ste 1,0,XtJj67rKT16a4tQw7bxtyw,Fiesta Cafe,Champaign,61820,74,40.1151,-88.2385,3.6,216 S 1st St$*$ Champaign$*$ IL 61820,17317301,0
249831,249831,a31670,b1698,Basil Thai Cafe,Champaign,61820,13,40.110554,-88.232373,2.5,410 E Green St$*$ Ste 1,0,XtJj67rKT16a4tQw7bxtyw,Sam's Cafe,Champaign,61820,51,40.1168,-88.2427,3.6,115 N Walnut St$*$ Champaign$*$ IL 61820,17317442,0
249883,249883,a31932,b1602,Wedge Tequila Bar & Grill,Champaign,61820,98,40.119807,-88.2438559,3.0,415 N Neil St,0,vqEtZ7CtNB9G8WMzjwJA2g,Maize Mexican Grill,Champaign,61820,253,40.110373,-88.238918,4.6,60 E Green St$*$ Champaign$*$ IL 61820,17317935,0
249924,249924,a31932,b1687,Wedge Tequila Bar & Grill,Champaign,61820,98,40.119807,-88.2438559,3.0,415 N Neil St,0,vqEtZ7CtNB9G8WMzjwJA2g,Guido's Bar & Grill,Champaign,61820,98,40.118127,-88.243564,3.6,2 E Main St$*$ Champaign$*$ IL 61820,17317320,0
249968,249968,a31933,b1671,Arby's,Champaign,61820,3,40.13114,-88.2575618,4.5,1502 N Prospect Ave,0,9zGkU1ahmYCn3DlnKOXhqA,Zorba's,Champaign,61820,65,40.110085,-88.229304,3.7,627 E Green St$*$ Champaign$*$ IL 61820,17317498,0
249989,249989,a32274,b1610,Bob Evans,Champaign,61820,20,40.1375386,-88.2444325,2.5,1813 N Neil St,0,5uvf3QpmrdU2aiqmF4278A,Dos Reales,Champaign,61820,383,40.1298,-88.2582,4.2,1407 N Prospect Ave$*$ Champaign$*$ IL 61820,17317281,0
250126,250126,a32276,b1691,Ginza & Co,Champaign,61820,3,40.116052,-88.233756,4.0,315 E University Ave,0,Cd_JVOq_cBueqB9q3X0rkQ,Noodles & Co,Champaign,61820,78,40.1104,-88.2316,3.6,528 E Green St$*$ Champaign$*$ IL 61820,17317741,0
250139,250139,a32277,b1610,Cost Cutters,Champaign,61820,13,40.110526,-88.242771,4.5,10 E Green St,0,ZYjxr9aBdbUuZ0xjpMmUpQ,Dos Reales,Champaign,61820,383,40.1298,-88.2582,4.2,1407 N Prospect Ave$*$ Champaign$*$ IL 61820,17317281,0
