,Unnamed: 0,_id,l_ID,r_ID,l_name,l_city,l_zipcode,l_review_count,l_latitude,l_longitude,l_rating,l_address,l_zomato_id,l_yelp_id,r_name,r_city,r_zipcode,r_review_count,r_latitude,r_longitude,r_rating,r_address,r_zomato_id,r_yelp_id,label
411,275151,275151,a123575,b1519,Park Place Pub,Pittsburgh,15206,28,40.4762432,-79.9209038,3.0,5719 Bryant St,0,yGfmwUKrZG4O2eNXP2JS1g,Park Bruges,Pittsburgh,15206,905,40.476124,-79.920636,4.5,5801 Bryant St$*$ Pittsburgh$*$ PA 15206,17042177,0,0
99,69399,69399,a15112,b468,Jamerica Caribbean Restaurant,Madison,53703,51,43.0841543,-89.3633455,3.5,1236 Williamson St,0,rECtpzeqtOdR5gIWiXoGfQ,Parthenon Gyros Restaurant,Madison,53703,174,43.0749,-89.3904,4.0,316 State St$*$ Madison$*$ WI 53703,17502488,0,0
169,98810,98810,a79634,b437,Nello's Pizza,Stoughton,53589,3,42.9245113,-89.2297253,4.0,135 W Main St,0,papMvgFSTh3hBb8junt7CA,Famous Yeti's Pizza,Madison,53589,162,42.9266576,-89.2225748,4.2,971 N Page St$*$ Stoughton$*$ WI 53589,17503758,0,0
262,172549,172549,a75453,b2359,Wolfgang Puck Bar & Grill,Las Vegas,89109,1282,36.102543,-115.169884,4.0,3799 S Las Vegas Blvd,0,N0apJkxIem2E8irTBRKnHw,Wolfgang Puck Bar & Grill,Las Vegas,89109,336,36.10222,-115.169516,4.2,3799 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16980959,0,1
509,340557,340557,a114740,b2302,Port of Subs,Las Vegas,89104,10,36.158671,-115.12591,3.0,1730 E Charleston,0,94mQ3aJ2xjP6W-CV1j8cXg,Lotus of Siam,Las Vegas,89104,1141,36.1421289,-115.1423943,4.9,953 E Sahara Ave$*$ Las Vegas$*$ NV 89104,16979203,0,0
267,174320,174320,a76233,b2321,Disney Store,Las Vegas,89109,16,36.1272241,-115.1715512,4.0,3200 Las Vegas Blvd S$*$ Space 1845,0,aykJmEbscH3WngIhjxZoWw,Wicked Spoon,Las Vegas,89109,670,36.108303,-115.173302,4.4,3708 Las Vegas Boulevard South$*$ Las Vegas$*$ NV 89109,16982135,0,0
342,237346,237346,a50905,b1509,Fiori's Pizzaria,Pittsburgh,15226,201,40.405245,-80.018538,4.5,103 Capital Ave,0,Iam7tYWhssw_rscSBkeRIQ,Fiori's Pizzaria,Pittsburgh,15226,1388,40.405224,-80.018518,4.6,103 Capital Avenue$*$ Pittsburgh$*$ PA 15226,17036421,0,1
566,359942,359942,a78542,b1987,Dovecot Cafe by Stag Espresso,Edinburgh,EH1 1LT,21,55.9485465,-3.1851372,4.5,10 Infirmary St,0,#NAME?,Dovecot Cafe by Stag Espresso,Edinburgh,EH1 1LT,53,55.948563,-3.185094,3.9,Dovecot Studios$*$ 10 Infirmary Street$*$ Old Town$*$ Edinburgh EH1 1LT,7602220,0,1
63,46672,46672,a57165,b419,Pizza Hut,Madison,53711,4,43.0144173,-89.4274219,2.0,2935 S Fish Hatchery Rd Ste 1,0,_xcDTH9G4LDqADfpmok6SQ,Pizza Brutta,Madison,53711,297,43.065207,-89.416452,4.3,1805 Monroe St$*$ Madison$*$ WI 53711,17503392,0,0
499,333069,333069,a13976,b463,Manna Cafe & Bakery,Madison,53704,149,43.107431,-89.3636588,4.0,611 N Sherman Ave,0,ILa-Xv5-h23A9OMrYK17oQ,Daisy Cafe and Cupcakery,Madison,53704,269,43.093736,-89.343105,4.0,2827 Atwood Dr.$*$ Madison$*$ WI 53704,17503408,0,0
582,360912,360912,a69386,b1953,Panda & Sons,Edinburgh,EH2 4NF,52,55.95326529,-3.207094156,4.5,79 Queen Street,0,XpjKxXuY1c2j8q-2h0L9oQ,Panda & Sons,Edinburgh,EH2 4NF,28,55.953725,-3.205401,4.0,79 Queen Street$*$ New Town$*$ Edinburgh EH2 4NF,7601637,0,1
593,361085,361085,a91557,b1957,First Coast,Edinburgh,EH11 2AB,28,55.9435343,-3.2193242,4.0,97-101 Dalry Road,0,aHYIubjRbTLB3o_eXkrMXA,First Coast,Edinburgh,EH11 2AB,108,55.94351111,-3.219461111,4.0,97-101 Dalry Road$*$ Dalry$*$ Edinburgh EH11 2AB,7600203,0,1
513,342463,342463,a133832,b1508,La Gourmandine Bakery & Pastry Shop,Pittsburgh,15201,303,40.47313,-79.958894,4.5,4605 Butler St,0,oS96aJIHFWcFAlGHKKXjaw,La Gourmandine,Pittsburgh,15201,758,40.473013,-79.958854,4.7,4605 Butler St$*$ Pittsburgh$*$ PA 15201,17041840,0,1
480,320203,320203,a71706,b564,Phoenix Bed Bug Expert,Phoenix,85016,23,33.4818932,-112.0306303,5.0,2942 N 24th St$*$ Ste 114-B,0,BIaiy9t4NyEop9lr6hMu4A,Phoenix City Grille,Phoenix,85016,224,33.52253,-112.047664,4.1,5816 North 16th Street$*$ Midtown$*$ Phoenix$*$ AZ 85016,17028525,0,0
199,121887,121887,a12606,b502,San Gabriel Mexican Caf,Phoenix,85020,10,33.538927,-112.048079,3.0,7000 N 16th St$*$ Ste 140,0,Kl4jN1WUFX67JRE40QVrcg,Via De Los Santos Mexican Cafe,Phoenix,85020,596,33.568964,-112.074064,4.5,9120 North Central Avenue$*$ Sunnyslope/North Mountain$*$ Phoenix$*$ AZ 85020,17029872,0,0
159,91646,91646,a140420,b3580,Moxie Salon,Westlake,44145,6,41.457282,-81.898707,5.0,25060 Ctr Ridge Rd,0,7BIMKg5DAVi_vHNBd7pmiA,Moosehead Saloon,Cleveland,44145,362,41.476831,-81.921328,4.2,694 Dover Center Rd$*$ Westlake$*$ OH 44145,16961797,0,0
577,360696,360696,a23153,b1640,Sol Azteca,Rantoul,61866,13,40.30603823,-88.15571626,3.5,405 S Century Blvd,0,PSxi7pis1yJpFfM-grdNXA,Sol Azteca,Champaign,61866,85,40.3059,-88.1556,3.9,405 S Century Blvd$*$ Rantoul$*$ IL 61866,17317598,0,1
364,247552,247552,a30465,b1631,Antonio's Pizza,Champaign,61820,76,40.1100646,-88.2296092,4.0,619 E Green St,0,BoTQepQTjGbTXA4g4Hj-WA,Amano's Pizza,Champaign,61820,109,40.0995658,-88.2443819,4.0,1407 South Neil Street$*$ Champaign$*$ IL 61820,17318036,0,0
125,78172,78172,a43108,b447,Vientiane Palace Restaurant,Madison,53703,86,43.0754787,-89.3904163,3.5,151 W Gorham St,0,dfHA5n6e3f58nMCNHt589Q,Bandung Indonesian Restaurant,Madison,53703,262,43.0763,-89.3756,4.1,600 Williamson St$*$ Madison$*$ WI 53703,17501972,0,0
257,169512,169512,a74489,b2394,The Rockhouse,Las Vegas,89109,115,36.1182919,-115.170409,3.5,3535 S Las Vegas Blvd,0,7YssNqJaJCMnIyabbqjDXQ,Delmonico Steakhouse,Las Vegas,89109,714,36.121,-115.1702,4.1,3355 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978142,0,0
538,354731,354731,a116029,b1557,Grande Italian Restaurant,Canonsburg,15317,16,40.26187609,-80.13350226,3.0,4205 Washington Rd,0,ptkUSiYeU9O-jVdxnpLxIA,Los Chiludos Mexican Restaurant,Pittsburgh,15317,862,40.287381,-80.17261,4.3,325 Southpointe Blvd Ste 300$*$ Canonsburg$*$ PA 15317,17037948,0,0
86,62068,62068,a97323,b1597,Nathan's Famous,Pittsburgh,15222,5,40.439226,-80.0017249,3.0,305 Wood St,0,lzjnPNA1ALVpWCo_ygRatw,Edgar's Tacos,Pittsburgh,15222,335,40.4514733,-79.9834212,4.1,2023 Penn Ave$*$ Pittsburgh$*$ PA 15222,17041732,0,0
167,96455,96455,a14256,b2345,Sushi Loca,Las Vegas,89149,340,36.2725325,-115.2667252,3.5,6181 Centennial Center Blvd,0,HfuIfYB_CxMAAJiEnxDl9w,Sushi Loca,Las Vegas,89149,558,36.2724,-115.2655,4.3,6181 Centennial Center Bl$*$ Las Vegas$*$ NV 89149,16981092,0,1
146,88449,88449,a125097,b401,Barolo Wine Bar,Madison,53703,17,43.08107652,-89.37392052,4.0,829 E Washington Ave,0,NUTVC8LoicZmcsO10Jmolg,Ha Long Bay,Madison,53703,1028,43.085073,-89.361469,4.9,1353 Williamson St.$*$ Madison$*$ WI 53703,17503434,0,0
474,315916,315916,a130263,b505,Matt's Big Breakfast,Phoenix,85004,1264,33.45744815,-112.0722953,4.0,825 N 1st St,0,L2p0vO3fsS2LC6hhQo3CzA,Matt's Big Breakfast,Phoenix,85004,1381,33.4576585,-112.0723168,4.6,116 East Garfield Street$*$ Downtown$*$ Phoenix$*$ AZ 85004,17027827,0,1
105,72746,72746,a30446,b412,Ian's Pizza,Madison,53703,324,43.07489166,-89.38695031,4.0,100 State St,0,aVBFKYoF0AHuusNssaQpJA,Ian's Pizza by the Slice,Madison,53703,633,43.0725,-89.3956,4.4,319 N Frances St$*$ Madison$*$ WI 53703,17502267,0,0
436,291181,291181,a82858,b3546,Fantasy Nails,Cleveland,44113,15,41.4836515,-81.7033137,3.5,2030 W 25th St,0,R1woaXSdGyybFMYCZ0uMYQ,Fat Cats,Cleveland,44113,498,41.4838,-81.687516,4.3,2061 W 10th St$*$ Cleveland$*$ OH 44113,16960439,0,0
66,49377,49377,a98037,b1510,Spice Island Tea House,Pittsburgh,15213,259,40.4400334,-79.9559915,4.0,253 Atwood St,0,Fpm3WvqtrAg2ueh_4pz7iA,Spice Island Tea House,Pittsburgh,15213,1109,40.440271,-79.956363,4.6,253 Atwood St$*$ Pittsburgh$*$ PA 15213,17037440,0,1
487,326865,326865,a142926,b588,Hot Rod Grill,Phoenix,85016,4,33.5016589,-112.04725,4.5,4433 N 16th St,0,#NAME?,TexAz Grill,Phoenix,85016,228,33.524011,-112.046982,4.0,6003 North 16th Street$*$ Phoenix$*$ AZ 85016,17029676,0,0
22,23288,23288,a140535,b2362,Royal Vision,Las Vegas,89103,5,36.1151927,-115.2320254,3.5,6370 W Flamingo Rd$*$ Ste 8,0,C8vZ5O-typOqH7pVYrgLBw,Nora's Cuisine,Las Vegas,89103,548,36.114777,-115.223348,4.2,6020 W Flamingo Road$*$ Las Vegas$*$ NV 89103,16979551,0,0
338,236577,236577,a4655,b350,500 Degrees New York Style Pizzeria,Charlotte,28217,103,35.1533683,-80.8752317,4.5,6037 South Blvd,0,Yc5_nA9NqqxOp8WCugF-Ng,500 Degrees Pizzeria,Charlotte,28217,267,35.15383,-80.876123,4.3,6037 South Boulevard$*$ NC 28217,17149772,0,1
145,88211,88211,a123839,b477,Forequarter,Madison,53703,204,43.0822686,-89.3796148,4.0,708 E Johnson,0,hOxNKZJ8wWg8Q165U7CCqg,Forequarter,Madison,53703,157,43.0822485,-89.3796342,4.0,708 1/4 E Johnson St$*$ Madison$*$ WI 53703,17503797,0,1
4,5337,5337,a104781,b326,Huntersville Family Restaurant,Huntersville,28078,28,35.41404,-80.85258,4.0,105 North Statesville Rd$*$ Ste J,0,Cm7PADnhAzW5R2fQPuelEQ,La Unica Mexican Restaurant,Charlotte,28078,471,35.436652,-80.870662,4.4,16203 Northcross Drive$*$ Huntersville$*$ Charlotte$*$ NC 28078,17149565,0,0
470,314599,314599,a101313,b575,McDonald's,Phoenix,85004,7,33.4297449,-112.065708,2.5,1850 S 7th St,0,1Ds8V2c7LlwSAA3O-9f4cA,Durant's,Phoenix,85004,591,33.476819,-112.073634,4.0,2611 North Central Avenue$*$ Midtown$*$ Phoenix$*$ AZ 85004,17026289,0,0
444,296387,296387,a53259,b303,Soul Central,Charlotte,28205,43,35.21860793,-80.79503786,4.5,2903 Central Ave,0,1j-DEipQoZHlj2UYSaoGWQ,Soul Gastrolounge,Charlotte,28205,787,35.22029,-80.813307,4.8,1500-B Central Avenue$*$ Charlotte$*$ NC 28205,17149680,0,0
188,113039,113039,a9123,b559,America's Taco Shop,Phoenix,85006,379,33.470887,-112.064765,3.5,2041 N 7th St,0,WOz66UuVsfc2K9GxzfDnGg,America's Taco Shop,Phoenix,85006,270,33.470124,-112.064945,4.1,2041 North 7th Street$*$ Phoenix$*$ AZ 85006,17030463,0,1
484,322934,322934,a114306,b501,The Madison Deli,Phoenix,85016,3,33.51570196,-112.0469015,5.0,5343 N 16th St,0,G09gS1axuc2eqbqqwTMaLw,The Parlor Pizzeria,Phoenix,85016,734,33.509371,-112.040769,4.9,1916 East Camelback Road$*$ AZ 85016,17030960,0,0
191,115149,115149,a7792,b2344,In-N-Out Burger,Henderson,89014,150,36.0633628,-115.0339166,4.0,1051 W Sunset Rd,0,kxYiZnd7Y-3ibdwnMFuTzw,In-N-Out Burger,Las Vegas,89014,455,36.063586,-115.034151,4.3,1051 W Sunset Rd$*$ Henderson$*$ NV 89014,16981245,0,1
517,343852,343852,a48955,b433,Greenbush Bakery,Madison,53715,167,43.0674367,-89.4076996,4.5,1305 Regent St,0,g-kRq6VKB5ld00OOpJvaTg,Greenbush Bar,Madison,53715,268,43.0678,-89.4013,4.2,914 Regent St$*$ Madison$*$ WI 53715,17502239,0,0
129,81297,81297,a64806,b418,Domino's Pizza,Madison,53703,16,43.0735746,-89.3929228,2.5,409 W Gorham St,0,JexI9opGP2n_Xv6IKnN0Bg,Ian's Pizza,Madison,53703,515,43.0747352,-89.3862121,4.3,100 State St$*$ Madison$*$ WI 53703,17502268,0,0
307,213500,213500,a128521,b2361,Center Cut Steakhouse,Las Vegas,89109,157,36.11643684,-115.1721598,3.0,Flamingo Las Vegas Hotel & Casino$*$ 3555 Las Vegas Boulevard South,0,yEyA7uILKG97qnyx3K2WAg,SW Steakhouse,Las Vegas,89109,314,36.129444,-115.166111,4.2,3131 S Las Vegas Blvd$*$ Las Vegas$*$ NV 89109,16980119,0,0
5,5581,5581,a108673,b378,Mama's Pizza Express,Huntersville,28078,46,35.4045977,-80.8413535,4.0,500 S Old Statesville Rd,0,mULK9fWh8kU4_vQYkd9ntA,Tony's Pizza,Charlotte,28078,237,35.357386,-80.868146,4.2,9548 Mount Holly-Huntersville Road$*$ Charlotte$*$ NC 28078,17148387,0,0
130,82163,82163,a70829,b444,The Robin Room,Madison,53703,19,43.0836078,-89.3771076,4.5,821 E Johnson St,0,i_r5yf-WrVJbMZWyOTv6UQ,The Roman Candle,Madison,53703,303,43.0815,-89.3671,4.1,1054 Williamson St Ste A$*$ Madison$*$ WI 53703,17502578,0,0
514,343020,343020,a77883,b2355,Purple Penguin Snowcone Shack,Henderson,89012,103,36.0194179,-115.0530027,4.0,1500 W Horizon Ridge Pkwy,0,SGyQqYXVq2Rck8ipEmJKmg,Purple Penguin Snowcone Shack,Las Vegas,89012,204,36.01939,-115.05257,4.3,1500 W Horizon Ridge$*$ Henderson$*$ NV 89012,16981960,0,1
239,155128,155128,a56187,b2395,BLT Steak,Las Vegas,89109,359,36.1142391,-115.1727367,4.0,3645 Las Vegas Blvd S,0,07AZL5XenCQ_-op_onKLdw,Craftsteak,Las Vegas,89109,723,36.10222,-115.169516,4.1,3799 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16978079,0,0
117,76720,76720,a41608,b447,Casbah Restaurant,Madison,53703,16,43.0749931,-89.3811037,3.0,119 E Main St,0,TAetQMOQ0MCHAZ4hacJrPQ,Bandung Indonesian Restaurant,Madison,53703,262,43.0763,-89.3756,4.1,600 Williamson St$*$ Madison$*$ WI 53703,17501972,0,0
314,221350,221350,a27348,b305,The Lodge,Charlotte,28226,63,35.106407,-80.8077349,4.0,7725 Colony Rd,0,yxLVwItd1Wnhy6SeUUcNYA,The Lodge,Charlotte,28226,691,35.107536,-80.807886,4.7,7725 Colony Road Suite 4$*$ Charlotte$*$ NC 28226,17149641,0,1
531,352522,352522,a63339,b457,The Hop Garden,Verona,53593,7,42.930033,-89.5254083,4.5,6818 Canal St,0,6CZo7pocjGgwQVK2ajAt0A,The Sow's Ear,Madison,53593,154,42.9901,-89.5335,4.1,125 S Main St$*$ Verona$*$ WI 53593,17503249,0,0
285,196734,196734,a88717,b2359,Blondies Sports Bar & Grill,Las Vegas,89109,433,36.11052562,-115.1695624,2.5,Planet Hollywood Resort & Casino$*$ 3663 Las Vegas Blvd S,0,4X0KWUPcD2EkHN83aa4cXg,Wolfgang Puck Bar & Grill,Las Vegas,89109,336,36.10222,-115.169516,4.2,3799 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16980959,0,0
382,254881,254881,a41977,b1698,Sushi Kame,Champaign,61820,120,40.1185309,-88.2448027,3.5,132 W. Church St,0,0-WocGTpO3Zm4q1Zzz49Rw,Sam's Cafe,Champaign,61820,51,40.1168,-88.2427,3.6,115 N Walnut St$*$ Champaign$*$ IL 61820,17317442,0,0
109,74175,74175,a31802,b441,Morris Ramen,Madison,53703,17,43.07475431,-89.38133508,4.5,106 King St,0,Woqed5Fw95J6oEZxIHiBgg,Cooper's Tavern,Madison,53703,319,43.075386,-89.38557,4.1,20 W. Mifflin$*$ Madison$*$ WI 53703,17503480,0,0
304,208284,208284,a123792,b2359,Gordon Ramsay Pub & Grill,Las Vegas,89109,2111,36.1177282,-115.1758183,3.5,Caesars Palace Las Vegas Hotel And Casino$*$ 3570 Las Vegas Boulevard South,0,YJ8ljUhLsz6CtT_2ORNFmg,Wolfgang Puck Bar & Grill,Las Vegas,89109,336,36.10222,-115.169516,4.2,3799 Las Vegas Boulevard S$*$ Las Vegas$*$ NV 89109,16980959,0,0
16,16477,16477,a57198,b308,Lowe's,Charlotte,28203,48,35.2055386,-80.8605669,3.5,217 Iverson Way,0,qrPbFiwRT5F_4HLHZVL26Q,Pike's,Charlotte,28203,1056,35.211284,-80.86008,4.6,1930 Camden Road$*$ Charlotte$*$ NC 28203,17147968,0,0
344,238081,238081,a1848,b1698,Za's Italian Cafe,Champaign,61820,29,40.1399247,-88.2458532,3.0,1905 N Neil St,0,2YnUIGGmhoJX4Cd61nQLkg,Sam's Cafe,Champaign,61820,51,40.1168,-88.2427,3.6,115 N Walnut St$*$ Champaign$*$ IL 61820,17317442,0,0
378,254490,254490,a41702,b1613,Chopstix,Champaign,61820,51,40.110524,-88.23669,3.0,202 E Green St$*$ Ste 1,0,vsoEZauF4lrADIqCYXySFQ,Chopstix,Champaign,61820,192,40.110387,-88.236854,4.2,202 E Green st$*$ Champaign$*$ IL 61820,17317885,0,1
380,254768,254768,a41882,b1671,Kohl's,Champaign,61820,6,40.138566,-88.24166,4.5,109 Convenience Center Rd,0,54fRA8HnuCLlXfTcl2x_RQ,Zorba's,Champaign,61820,65,40.110085,-88.229304,3.7,627 E Green St$*$ Champaign$*$ IL 61820,17317498,0,0
506,337196,337196,a121867,b452,Eagle Crest Bar,Madison,53704,17,43.10702775,-89.28734461,3.5,3710 County Rd T,0,lMeWUHAkBUXwcuX1tGTdtw,Manna Cafe & Bakery,Madison,53704,217,43.1086,-89.3637,4.1,611 N Sherman Ave$*$ Madison$*$ WI 53704,17502368,0,0
554,358881,358881,a121054,b2366,Studio B Buffet,Henderson,89044,1824,35.96580256,-115.1690198,4.0,12300 S Las Vegas Blvd,0,LNGBEEelQx4zbfWnlc66cw,Studio B Buffet,Las Vegas,89044,222,35.964779,-115.168524,4.2,12300 Las Vegas Boulevard S$*$ Henderson$*$ NV 89044,16981406,0,1
587,360997,360997,a109772,b1832,Ed's Real Scoop,Toronto,M4E 1E9,84,43.6727105,-79.2880345,4.5,2224 Queen St E,0,SYExIal3fh3mS3kpoP9Ixg,Ed's Real Scoop,Toronto,M4E 1E9,476,43.672631,-79.288008,4.6,2224 Queen Street East$*$ Toronto$*$ ON M4E 1E9,8908950,0,1
365,248100,248100,a30655,b1629,Sushi Ichiban,Champaign,61820,40,40.1108681,-88.2283044,3.0,619 S Wright St,0,_n5wggIEfBzCUepjgvHXAQ,Sushi Kame,Champaign,61820,127,40.1184,-88.2442,4.0,132 W Church St$*$ Champaign$*$ IL 61820,17317469,0,0
148,88636,88636,a126597,b454,Lao Laan-Xang Restaurant,Madison,53703,232,43.083166,-89.364985,4.5,1146 Williamson St,0,VMPSdoBgJuyS9t_x_caTig,Wasabi Japanese Restaurant,Madison,53703,241,43.0747,-89.3925,4.1,449 State St Ste 2G$*$ Madison$*$ WI 53703,17502747,0,0
78,57881,57881,a347,b1532,7-Eleven,Pittsburgh,15222,3,40.4425995,-80.0001807,2.0,643 Liberty Avenue,0,4nJTFvIDmIkgvwf36XruOg,Eleven,Pittsburgh,15222,1310,40.445903,-79.99342,4.4,1150 Smallman St$*$ Pittsburgh$*$ PA 15222,17036383,0,0
273,183481,183481,a80045,b2399,Palm Restaurant,Las Vegas,89109,515,36.118329,-115.176032,4.0,Caesar's Palace$*$ 3500 Las Vegas Blvd S,0,w12x7UBSSRsdbp3ZqguG3Q,Eiffel Tower Restaurant,Las Vegas,89109,420,36.1125,-115.172222,4.1,3655 South Las Vegas Boulevard$*$ The Strip$*$ Las Vegas$*$ NV 89109,16978254,0,0
77,57556,57556,a115285,b552,The Henry,Phoenix,85018,716,33.508841,-111.9843047,4.0,4455 E Camelback Rd,0,LelAlfuj5oVRF9CQdWLsNQ,The Vig,Phoenix,85018,349,33.493931,-111.995324,4.1,4041 N 40th St$*$ Phoenix$*$ AZ 85018,17029878,0,0
549,357522,357522,a33808,b445,Swagat Indian Restaurant,Madison,53717,139,43.0753164,-89.5174398,4.0,707 N Highpoint Rd,0,FlPAGqTovHc4mEIKJ7Q8Nw,Swagat Restaurant,Madison,53717,326,43.0753,-89.5184,4.1,707 N High Point Rd$*$ Madison$*$ WI 53717,17502670,0,1
335,234576,234576,a84163,b3569,Namaste India Garden,Lakewood,44107,101,41.4855287,-81.7951881,4.5,14412 Detroit Ave,0,b4LxjVnFdOCqRKxfweaTqw,India Garden,Cleveland,44107,424,41.482892,-81.825698,4.2,18405 Detroit Ave$*$ Lakewood$*$ OH 44107,16961061,0,0
327,230123,230123,a93056,b310,The Belfast Mill,Charlotte,28202,44,35.226008,-80.846744,4.5,144 Brevard Ct,0,pqJ_L-7WC2pDdUa2GLDwRQ,Little Village Grill,Charlotte,28202,373,35.232179,-80.848506,4.6,710 W Trade Street$*$ NC 28202,17147625,0,0
34,29249,29249,a82438,b2352,Sushi Mon,Las Vegas,89117,264,36.14359527,-115.2798899,3.5,8320 W Sahara Ave$*$ Ste 180,0,m_CqRpEZ2XDH3fp-KFAycQ,Sushi Fever,Las Vegas,89117,279,36.143547,-115.265178,4.3,7985 W Sahara Ave Ste 105$*$ Las Vegas$*$ NV 89117,16980483,0,0
